"Bivalirudin";"OIRCOABEOLEUMC-GEJPAHFPSA-N";"Prothrombin";"F2";"yes";"inhibitor"
"Olodaterol";"COUYJEVMBVSIHV-SFHVURJKSA-N";"Beta-2 adrenergic receptor";"ADRB2";"yes";"agonist"
"Olodaterol";"COUYJEVMBVSIHV-SFHVURJKSA-N";"Beta-2 adrenergic receptor";"ADRB2";"yes";"agonist"
"Vilanterol";"DAFYYTQWSAWIGS-DEOSSOPVSA-N";"Beta-2 adrenergic receptor";"ADRB2";"yes";"agonist"
"Vilanterol";"DAFYYTQWSAWIGS-DEOSSOPVSA-N";"Beta-2 adrenergic receptor";"ADRB2";"yes";"agonist"
"Tetracaine";"GKCBAIGFKIBETG-UHFFFAOYSA-N";"Ryanodine receptor 1";"RYR1";"yes";"modulator"
"Tetracaine";"GKCBAIGFKIBETG-UHFFFAOYSA-N";"Ryanodine receptor 1";"RYR1";"yes";"modulator"
"Tetracaine";"GKCBAIGFKIBETG-UHFFFAOYSA-N";"Ryanodine receptor 1";"RYR1";"yes";"modulator"
"Tetracaine";"GKCBAIGFKIBETG-UHFFFAOYSA-N";"Ryanodine receptor 1";"RYR1";"yes";"modulator"
"Tetracaine";"GKCBAIGFKIBETG-UHFFFAOYSA-N";"Ryanodine receptor 2";"RYR2";"yes";"modulator"
"Tetracaine";"GKCBAIGFKIBETG-UHFFFAOYSA-N";"Ryanodine receptor 2";"RYR2";"yes";"modulator"
"Tetracaine";"GKCBAIGFKIBETG-UHFFFAOYSA-N";"Ryanodine receptor 2";"RYR2";"yes";"modulator"
"Tetracaine";"GKCBAIGFKIBETG-UHFFFAOYSA-N";"Ryanodine receptor 2";"RYR2";"yes";"modulator"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Mu-type opioid receptor";"OPRM1";"yes";"agonist"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage dependent L type calcium channel";"CACNA1C";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage dependent L type calcium channel";"CACNA1D";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage dependent L type calcium channel";"CACNA1F";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage dependent L type calcium channel";"CACNA1S";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage dependent L type calcium channel";"CACNB1";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage dependent L type calcium channel";"CACNB2";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage dependent L type calcium channel";"CACNB3";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage dependent L type calcium channel";"CACNB4";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Calcium-activated potassium channel";"KCNMA1";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Calcium-activated potassium channel";"KCNMB1";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Calcium-activated potassium channel";"KCNMB2";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Calcium-activated potassium channel";"KCNMB3";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Calcium-activated potassium channel";"KCNMB4";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Calcium-activated potassium channel";"KCNN4";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Calcium-activated potassium channel";"KCNN1";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Calcium-activated potassium channel";"KCNN2";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Calcium-activated potassium channel";"KCNN3";"yes";"inhibitor"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage-dependent T-type calcium channel";"CACNA1G";"unknown";"activator"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage-dependent T-type calcium channel";"CACNA1H";"unknown";"activator"
"Trimebutine";"LORDFXWUHHSAQU-UHFFFAOYSA-N";"Voltage-dependent T-type calcium channel";"CACNA1I";"unknown";"activator"
"Pinaverium";"DDHUTBKXLWCZCO-UHFFFAOYSA-N";"Voltage-dependent L-type calcium channel subunit alpha-1S";"CACNA1S";"yes";"antagonistinhibitor"
"Tixocortol";"YWDBSCORAARPPF-VWUMJDOOSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"binder"
"Tixocortol";"YWDBSCORAARPPF-VWUMJDOOSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"binder"
"Tixocortol";"YWDBSCORAARPPF-VWUMJDOOSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"binder"
"Tixocortol";"YWDBSCORAARPPF-VWUMJDOOSA-N";"Histone deacetylase 2";"HDAC2";"yes";"stimulator"
"Tixocortol";"YWDBSCORAARPPF-VWUMJDOOSA-N";"Histone deacetylase 2";"HDAC2";"yes";"stimulator"
"Tixocortol";"YWDBSCORAARPPF-VWUMJDOOSA-N";"Histone deacetylase 2";"HDAC2";"yes";"stimulator"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"60S ribosomal protein L3";"RPL3";"no";"binder"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"60S ribosomal protein L3";"RPL3";"no";"binder"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"NAD(P) transhydrogenase, mitochondrial";"NNT";"yes";"cofactor"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"NAD(P) transhydrogenase, mitochondrial";"NNT";"yes";"cofactor"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";"yes";"cofactor"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";"yes";"cofactor"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial";"IDH3A";"yes";"cofactor"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial";"IDH3A";"yes";"cofactor"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"2-oxoglutarate dehydrogenase, mitochondrial";"OGDH";"yes";"cofactor"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"2-oxoglutarate dehydrogenase, mitochondrial";"OGDH";"yes";"cofactor"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"Malate dehydrogenase, mitochondrial";"MDH2";"yes";"cofactor"
"Xanthinol";"DSFGXPJYDCSWTA-UHFFFAOYSA-N";"Malate dehydrogenase, mitochondrial";"MDH2";"yes";"cofactor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S3";"rpsC";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S3";"rpsC";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S3";"rpsC";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S3";"rpsC";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S3";"rpsC";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S8";"rpsH";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S8";"rpsH";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S8";"rpsH";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S8";"rpsH";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S8";"rpsH";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S19";"rpsS";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S19";"rpsS";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S19";"rpsS";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S19";"rpsS";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S19";"rpsS";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S14";"rpsN";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S14";"rpsN";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S14";"rpsN";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S14";"rpsN";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S14";"rpsN";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S7";"rpsG";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S7";"rpsG";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S7";"rpsG";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S7";"rpsG";"yes";"inhibitor"
"Chlortetracycline";"CYDMQBQPVICBEU-XRNKAMNCSA-N";"30S ribosomal protein S7";"rpsG";"yes";"inhibitor"
"Difluocortolone";"OGPWIDANBSLJPC-RFPWEZLHSA-N";"Annexin A3";"ANXA3";"yes";"inducer"
"Difluocortolone";"OGPWIDANBSLJPC-RFPWEZLHSA-N";"Annexin A3";"ANXA3";"yes";"inducer"
"Difluocortolone";"OGPWIDANBSLJPC-RFPWEZLHSA-N";"Annexin A3";"ANXA3";"yes";"inducer"
"Difluocortolone";"OGPWIDANBSLJPC-RFPWEZLHSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"binder"
"Difluocortolone";"OGPWIDANBSLJPC-RFPWEZLHSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"binder"
"Difluocortolone";"OGPWIDANBSLJPC-RFPWEZLHSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"binder"
"Quinagolide";"GDFGTRDCCWFXTG-ZIFCJYIRSA-N";"D(2) dopamine receptor";"DRD2";"unknown";"agonist"
"Quinagolide";"GDFGTRDCCWFXTG-ZIFCJYIRSA-N";"D(1) dopamine receptor";"DRD1";"unknown";"agonist"
"Quinagolide";"GDFGTRDCCWFXTG-ZIFCJYIRSA-N";"D(1) dopamine receptor";"DRD5";"unknown";"agonist"
"Elvitegravir";"JUZYLCPPVHEVSV-LJQANCHMSA-N";"Integrase";"pol";"yes";"inhibitor"
"Elvitegravir";"JUZYLCPPVHEVSV-LJQANCHMSA-N";"Integrase";"pol";"yes";"inhibitor"
"Elvitegravir";"JUZYLCPPVHEVSV-LJQANCHMSA-N";"Integrase";"pol";"yes";"inhibitor"
"Nitrous acid";"IOVCWXUNBOPUCH-UHFFFAOYSA-N";"Hemoglobin subunit alpha";"HBA1";"yes";"oxidizer"
"Nitrous acid";"IOVCWXUNBOPUCH-UHFFFAOYSA-N";"Hemoglobin subunit beta";"HBB";"yes";"oxidizer"
"Nitrous acid";"IOVCWXUNBOPUCH-UHFFFAOYSA-N";"Myoglobin";"MB";"unknown";"oxidizer"
"Calcium carbimide";"MYFXBBAEXORJNB-UHFFFAOYSA-N";"Aldehyde dehydrogenase family 3 member B2";"ALDH3B2";"yes";"antagonistinhibitor"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRA1";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRA2";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRA3";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRA4";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRA5";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRA6";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRB1";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRB2";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRB3";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRD";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRE";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRG1";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRG2";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRG3";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRP";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"GABA-A receptor (anion channel)";"GABRQ";"yes";"agonistpositive allosteric modulator"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"L-lactate dehydrogenase A chain";"LDHA";"yes";"inhibitor"
"Stiripentol";"IBLNKMRFIPWSOY-FNORWQNLSA-N";"L-lactate dehydrogenase B chain";"LDHB";"yes";"inhibitor"
"Eslicarbazepine acetate";"QIALRBLEEWJACW-INIZCTEOSA-N";"P2X purinoceptor 4";"P2RX4";"yes";"antagonist"
"Zucapsaicin";"YKPUWZUDDOIDPM-VURMDHGXSA-N";"Transient receptor potential cation channel subfamily V member 1";"TRPV1";"yes";"agonistactivator"
"Aurothioglucose";"XHVAWZZCDCWGBK-WYRLRVFGSA-M";"Adenylate cyclase type 1";"ADCY1";"unknown";""
"Aurothioglucose";"XHVAWZZCDCWGBK-WYRLRVFGSA-M";"Adenylate cyclase type 2";"ADCY2";"unknown";""
"Aurothioglucose";"XHVAWZZCDCWGBK-WYRLRVFGSA-M";"Adenylate cyclase type 5";"ADCY5";"unknown";""
"Dienogest";"AZFLJNIPTRTECV-FUMNGEBKSA-N";"Progesterone receptor";"PGR";"yes";"agonist"
"Dienogest";"AZFLJNIPTRTECV-FUMNGEBKSA-N";"Progesterone receptor";"PGR";"yes";"agonist"
"Dienogest";"AZFLJNIPTRTECV-FUMNGEBKSA-N";"Progesterone receptor";"PGR";"yes";"agonist"
"Dienogest";"AZFLJNIPTRTECV-FUMNGEBKSA-N";"Progesterone receptor";"PGR";"yes";"agonist"
"Dienogest";"AZFLJNIPTRTECV-FUMNGEBKSA-N";"Androgen receptor";"AR";"yes";"antagonist"
"Dienogest";"AZFLJNIPTRTECV-FUMNGEBKSA-N";"Androgen receptor";"AR";"yes";"antagonist"
"Dienogest";"AZFLJNIPTRTECV-FUMNGEBKSA-N";"Androgen receptor";"AR";"yes";"antagonist"
"Dienogest";"AZFLJNIPTRTECV-FUMNGEBKSA-N";"Androgen receptor";"AR";"yes";"antagonist"
"Medrogestone";"HCFSGRMEEXUOSS-JXEXPEPMSA-N";"Progesterone receptor";"PGR";"yes";"ligand"
"Medrogestone";"HCFSGRMEEXUOSS-JXEXPEPMSA-N";"Progesterone receptor";"PGR";"yes";"ligand"
"Brexpiprazole";"ZKIAIYBUSXZPLP-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 1A";"HTR1A";"yes";"agonistpartial agonist"
"Brexpiprazole";"ZKIAIYBUSXZPLP-UHFFFAOYSA-N";"D(2) dopamine receptor";"DRD2";"yes";"agonistpartial agonist"
"Brexpiprazole";"ZKIAIYBUSXZPLP-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 2A";"HTR2A";"yes";"antagonist"
"Brexpiprazole";"ZKIAIYBUSXZPLP-UHFFFAOYSA-N";"Alpha-2C adrenergic receptor";"ADRA2C";"yes";"antagonist"
"Brexpiprazole";"ZKIAIYBUSXZPLP-UHFFFAOYSA-N";"Alpha-1B adrenergic receptor";"ADRA1B";"yes";"antagonist"
"Oxygen";"MYMOFIZGZYHOMD-UHFFFAOYSA-N";"Cytochrome c oxidase subunit 1";"MT-CO1";"unknown";"agonistactivator"
"Oxygen";"MYMOFIZGZYHOMD-UHFFFAOYSA-N";"NADPH oxidase 1";"NOX1";"unknown";"agonistactivator"
"Oxygen";"MYMOFIZGZYHOMD-UHFFFAOYSA-N";"Hemoglobin subunit alpha";"HBA1";"unknown";""
"Oxygen";"MYMOFIZGZYHOMD-UHFFFAOYSA-N";"Hemoglobin subunit beta";"HBB";"unknown";""
"Sonidegib";"VZZJRYRQSPEMTK-CALCHBBNSA-N";"Smoothened homolog";"SMO";"unknown";"antagonist"
"Iron saccharate";"FWZTTZUKDVJDCM-CEJAUHOTSA-M";"Hemoglobin subunit alpha";"HBA1";"yes";"component of"
"Iron saccharate";"FWZTTZUKDVJDCM-CEJAUHOTSA-M";"Hemoglobin subunit alpha";"HBA1";"yes";"component of"
"Florbetaben (18F)";"NCWZOASIUQVOFA-FWZJPQCDSA-N";"Amyloid beta A4 protein";"APP";"yes";"binder"
"Florbetapir (18F)";"YNDIAUKFXKEXSV-CRYLGTRXSA-N";"Amyloid beta A4 protein";"APP";"yes";"binder"
"Flutemetamol (18F)";"VVECGOCJFKTUAX-HUYCHCPVSA-N";"Amyloid beta A4 protein";"APP";"yes";"binder"
"Etizolam";"VMZUTJCNQWMAGF-UHFFFAOYSA-N";"Gamma-aminobutyric acid receptor subunit alpha-1";"GABRA1";"yes";"agonist"
"Etizolam";"VMZUTJCNQWMAGF-UHFFFAOYSA-N";"Gamma-aminobutyric acid receptor subunit alpha-2";"GABRA2";"yes";"agonist"
"Etizolam";"VMZUTJCNQWMAGF-UHFFFAOYSA-N";"Gamma-aminobutyric acid receptor subunit alpha-3";"GABRA3";"yes";"agonist"
"Etizolam";"VMZUTJCNQWMAGF-UHFFFAOYSA-N";"Gamma-aminobutyric acid receptor subunit gamma-2";"GABRG2";"yes";"agonist"
"Etizolam";"VMZUTJCNQWMAGF-UHFFFAOYSA-N";"Platelet-activating factor receptor";"PTAFR";"unknown";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"5-hydroxytryptamine receptor 1A";"HTR1A";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"5-hydroxytryptamine receptor 2A";"HTR2A";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Histamine H1 receptor";"HRH1";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Alpha-2 adrenergic receptors";"ADRA2A";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Alpha-2 adrenergic receptors";"ADRA2B";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Alpha-2 adrenergic receptors";"ADRA2C";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Alpha-1 adrenergic receptors";"ADRA1A";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Alpha-1 adrenergic receptors";"ADRA1B";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Alpha-1 adrenergic receptors";"ADRA1D";"yes";"antagonist"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Sodium-dependent noradrenaline transporter";"SLC6A2";"yes";"inhibitor"
"Dosulepin";"PHTUQLWOUWZIMZ-GZTJUZNOSA-N";"Sodium-dependent serotonin transporter";"SLC6A4";"yes";"inhibitor"
"Dasabuvir";"NBRBXGKOEOGLOI-UHFFFAOYSA-N";"Nonstructural protein 5B (NS5B)";"NS5b";"yes";"inhibitor"
"Dasabuvir";"NBRBXGKOEOGLOI-UHFFFAOYSA-N";"Nonstructural protein 5B (NS5B)";"NS5b";"yes";"inhibitor"
"Viloxazine";"YWPHCCPCQOJSGZ-UHFFFAOYSA-N";"Sodium-dependent noradrenaline transporter";"SLC6A2";"yes";"inhibitor"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1A";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1B";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1D";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Alpha-2 adrenergic receptors";"ADRA2A";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Alpha-2 adrenergic receptors";"ADRA2B";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Alpha-2 adrenergic receptors";"ADRA2C";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"D(2) dopamine receptor";"DRD2";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Histamine H1 receptor";"HRH1";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor";"CHRM1";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor";"CHRM2";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor";"CHRM3";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor";"CHRM4";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor";"CHRM5";"unknown";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 2A";"HTR2A";"yes";"antagonist"
"Etoperidone";"IZBNNCFOBMGTQX-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 2C";"HTR2C";"yes";"agonist"
"Synephrine";"YRCWQPVGYLYSOX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1A";"unknown";""
"Synephrine";"YRCWQPVGYLYSOX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1A";"unknown";""
"Synephrine";"YRCWQPVGYLYSOX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1A";"unknown";""
"Synephrine";"YRCWQPVGYLYSOX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1B";"unknown";""
"Synephrine";"YRCWQPVGYLYSOX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1B";"unknown";""
"Synephrine";"YRCWQPVGYLYSOX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1B";"unknown";""
"Synephrine";"YRCWQPVGYLYSOX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1D";"unknown";""
"Synephrine";"YRCWQPVGYLYSOX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1D";"unknown";""
"Synephrine";"YRCWQPVGYLYSOX-UHFFFAOYSA-N";"Alpha-1 adrenergic receptors";"ADRA1D";"unknown";""
"Moxisylyte";"VRYMTAVOXVTQEF-UHFFFAOYSA-N";"Alpha adrenergic receptor";"ADRA1A";"yes";"antagonist"
"Moxisylyte";"VRYMTAVOXVTQEF-UHFFFAOYSA-N";"Alpha adrenergic receptor";"ADRA1A";"yes";"antagonist"
"Moxisylyte";"VRYMTAVOXVTQEF-UHFFFAOYSA-N";"Alpha adrenergic receptor";"ADRA1B";"yes";"antagonist"
"Moxisylyte";"VRYMTAVOXVTQEF-UHFFFAOYSA-N";"Alpha adrenergic receptor";"ADRA1B";"yes";"antagonist"
"Moxisylyte";"VRYMTAVOXVTQEF-UHFFFAOYSA-N";"Alpha adrenergic receptor";"ADRA1D";"yes";"antagonist"
"Moxisylyte";"VRYMTAVOXVTQEF-UHFFFAOYSA-N";"Alpha adrenergic receptor";"ADRA1D";"yes";"antagonist"
"Moxisylyte";"VRYMTAVOXVTQEF-UHFFFAOYSA-N";"Alpha adrenergic receptor";"ADRA2A";"yes";"antagonist"
"Moxisylyte";"VRYMTAVOXVTQEF-UHFFFAOYSA-N";"Alpha adrenergic receptor";"ADRA2A";"yes";"antagonist"
