Common name,DrugBank ID,chembl_id
Penicillium expansum,DB10810,NA
Penicillium italicum,DB10811,NA
Penicillium roqueforti,DB10812,NA
Phoma destructiva,DB10813,NA
Rhizopus stolonifer,DB10814,NA
Fraxinus pennsylvanica pollen,DB10815,NA
Atriplex confertifolia pollen,DB10816,NA
Passalora fulva,DB10817,NA
Cochliobolus spicifer,DB10818,NA
Myrothecium verrucaria,DB10819,NA
Hypomyces perniciosus,DB10820,NA
Neurospora crassa,DB10821,NA
Paecilomyces variotii,DB10822,NA
Microascus brevicaulis,DB10823,NA
Colletotrichum coccodes,DB10824,NA
Pleospora herbarum,DB10825,NA
Streptomyces griseus,DB10826,NA
Trichoderma viride,DB10827,NA
Trichophyton schoenleinii,DB10828,NA
Basil,DB10829,NA
Mung bean,DB10830,NA
Betula papyrifera pollen,DB10831,NA
Betula occidentalis pollen,DB10832,NA
Betula alleghaniensis pollen,DB10833,NA
Ustilago cynodontis,DB10834,NA
Ustilago nuda hordei,DB10835,NA
Bromus secalinus pollen,DB10836,NA
Beta vulgaris pollen,DB10837,NA
Chenopodium botrys pollen,DB10838,NA
Mycocladus corymbiferus,DB10839,NA
Acrothecium robustum,DB10840,NA
Humicola grisea,DB10841,NA
Microsporum audouinii,DB10842,NA
Microsporum canis,DB10843,NA
Apiospora montagnei,DB10844,NA
Phycomyces blakesleeanus,DB10845,NA
Sporotrichum pruinosum,DB10846,NA
Stachybotrys chartarum,DB10847,NA
Syncephalastrum racemosum,DB10848,NA
Tetracoccosporium paxianum,DB10849,NA
Verticillium albo-atrum,DB10850,NA
White catfish,DB10851,NA
Carob,DB10852,NA
Sweet cherry,DB10853,NA
Bos taurus hair,DB10856,NA
Serinus canaria feather,DB10857,NA
Melilotus albus pollen,DB10858,NA
Melilotus officinalis pollen,DB10859,NA
Typha latifolia pollen,DB10860,NA
Atlantic cod,DB10861,NA
Red currant,DB10862,NA
Cumin,DB10864,NA
Cladosporium herbarum,DB10865,NA
Acheta domesticus,DB10866,NA
Canis lupus familiaris hair,DB10867,NA
Odocoileus virginianus hair,DB10868,NA
Grain mill dust,DB10869,NA
Epidermophyton floccosum,DB10870,NA
Ambrosia dumosa pollen,DB10871,NA
Ambrosia confertiflora pollen,DB10872,NA
Sporisorium cruentum,DB10873,NA
Goose,DB10874,NA
Concord grape,DB10875,NA
Capra hircus hair,DB10876,NA
Cavia porcellus hair,DB10877,NA
Arrhenatherum elatius pollen,DB10879,NA
Equus caballus hair,DB10880,NA
Sus scrofa hair,DB10881,NA
Carya cordiformis pollen,DB10882,NA
Carya glabra pollen,DB10883,NA
Millet seed,DB10884,NA
Mustard greens,DB10885,NA
Quercus palustris pollen,DB10887,NA
Quercus stellata pollen,DB10888,NA
Quercus garryana pollen,DB10889,NA
Red bell pepper,DB10890,NA
Perch,DB10891,NA
Pumpkin,DB10892,NA
Melopsittacus undulatus feather,DB10893,NA
Pinus contorta pollen,DB10894,NA
Pinus sylvestris pollen,DB10895,NA
Pinus rigida pollen,DB10896,NA
Chili pepper,DB10897,NA
Oryctolagus cuniculus hair,DB10898,NA
Sequoia sempervirens pollen,DB10899,NA
Rumex obtusifolius pollen,DB10900,NA
Rumex altissimus pollen,DB10901,NA
Rumex salicifolius var. mexicanus pollen,DB10902,NA
Sitotroga cerealella,DB10903,NA
English sole,DB10904,NA
Safflower,DB10905,NA
Sugarcane,DB10906,NA
Sunflower seed,DB10907,NA
Platanus hybrida pollen,DB10908,NA
Artemisia californica pollen,DB10909,NA
Helianthus annuus pollen,DB10910,NA
Carpinus caroliniana pollen,DB10911,NA
Picea pungens pollen,DB10912,NA
"Starch, tapioca",DB10913,NA
Larix occidentalis pollen,DB10914,NA
Trichophyton rubrum,DB10915,NA
Salix lucida ssp. lasiandra pollen,DB10916,NA
Venison,DB10918,NA
Black walnut,DB10919,NA
Artemisia dracunculus pollen,DB10921,NA
Pinus banksiana pollen,DB10922,NA
Pinus resinosa pollen,DB10923,NA
Pinus nigra pollen,DB10924,NA
Pinus thunbergii pollen,DB10925,NA
Carya tomentosa pollen,DB10926,NA
Iva annua pollen,DB10927,NA
Bassia scoparia pollen,DB10928,NA
Cyclachaena xanthifolia pollen,DB10929,NA
Cochliobolus lunatus,DB10933,NA
Haematonectria haematococca,DB10934,NA
Chrysonilia sitophila,DB10935,NA
Pleospora betae,DB10936,NA
Puccinia striiformis var. striiformis,DB10937,NA
Bassia hyssopifolia pollen,DB10941,NA
Brassica rapa pollen,DB10942,NA
Callistemon citrinus pollen,DB10943,NA
Dicoria canescens pollen,DB10945,NA
Krascheninnikovia lanata pollen,DB10946,NA
Ambrosia ambrosioides pollen,DB10947,NA
Ambrosia chamissonis pollen,DB10948,NA
Koeleria macrantha pollen,DB10949,NA
Phoenix dactylifera pollen,DB10950,NA
Quercus dumosa pollen,DB10952,NA
Suaeda moquinii pollen,DB10953,NA
Tilia cordata pollen,DB10954,NA
Apis mellifera venom,DB10955,NA
Vespula maculifrons venom protein,DB10956,NA
Dolichovespula arenaria venom protein,DB10957,NA
Dolichovespula maculata venom protein,DB10958,NA
Polistes fuscatus venom protein,DB10959,NA
Hordeum vulgare pollen,DB10961,NA
Agrostis stolonifera pollen,DB10962,NA
Phalaris minor pollen,DB10963,NA
Lolium perenne subsp. multiflorum pollen,DB10964,NA
Sorghum bicolor subsp. bicolor pollen,DB10965,NA
Sorghum bicolor subsp. drummondii pollen,DB10966,NA
Amphiachyris dracunculoides pollen,DB10967,NA
Iva angustifolia pollen,DB10968,NA
Neurospora sitophila,DB10969,NA
Trichophyton tonsurans,DB10970,NA
Tanacetum cinerariifolium flower,DB10975,NA
Largemouth bass,DB10976,NA
Cocoa,DB10977,NA
Blue crab,DB10979,NA
Barley malt,DB10980,NA
Radish,DB10981,NA
Sage,DB10982,NA
Thyme,DB10983,NA
Peppermint,DB10984,NA
Pseudotsuga menziesii pollen,DB10986,NA
Maclura pomifera pollen,DB10988,NA
Hepatitis A Vaccine,DB10989,NA
Haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,DB10990,NA
"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",DB10991,NA
Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen,DB10994,NA
Autologous cultured chondrocytes,DB10997,NA
"Influenza A virus A/brisbane/10/2010 (H1N1) antigen (mdck cell derived, propiolactone inactivated)",DB10998,NA
Anthrax vaccine,DB11003,NA
Ulmus parvifolia pollen,DB11005,NA
Cytisus scoparius flowering top,DB11007,NA
"Quahog, unspecified",DB11009,NA
"Cod, unspecified",DB11010,NA
"Salmon, unspecified",DB11014,NA
Canis lupus familiaris dander,DB11018,NA
Equus caballus dander,DB11021,NA
Aspergillus nidulans,DB11022,NA
Dendryphiella vinosa,DB11025,NA
Solenopsis richteri,DB11026,NA
Polistes annularis venom protein,DB11027,NA
Polistes exclamans venom protein,DB11028,NA
Polistes metricus venom protein,DB11029,NA
Vespula germanica venom protein,DB11030,NA
Vespula pensylvanica venom protein,DB11031,NA
Vespula squamosa venom protein,DB11032,NA
Vespula vulgaris venom protein,DB11033,NA
Influenza A virus A/bolivia/559/2013 (H1N1) live (attenuated) antigen,DB11034,NA
Salmonella typhi ty21a live antigen,DB11050,NA
Azficel-T,DB11051,NA
Human cord blood hematopoietic progenitor cell,DB11054,NA
Mineral oil,DB11057,NA
Petrolatum,DB11058,NA
Carboxymethylcellulose,DB11059,NA
Polyvinyl alcohol,DB11060,NA
Povidone,DB11061,NA
Octisalate,DB11062,NA
Polysorbate 80,DB11063,NA
Homosalate,DB11064,NA
Selenic acid,DB11068,CHEMBL2097002
Phenyl salicylate,DB11071,CHEMBL1339216
Hydrofluoric acid,DB11072,CHEMBL1232767
Cetylpyridinium,DB11073,CHEMBL305906
Dimethicone,DB11074,NA
Hypromellose,DB11075,NA
Dextran 70,DB11076,NA
Polyethylene glycol 400,DB11077,NA
Trolamine salicylate,DB11079,CHEMBL2107288
Silver nitrate,DB11080,CHEMBL177367
Aluminum chloride,DB11081,CHEMBL3833401
Coal tar,DB11082,NA
Resorcinol,DB11085,CHEMBL24147
Cocoa butter,DB11086,NA
Pyrethrum extract,DB11087,NA
Shark liver oil,DB11088,NA
Docusate,DB11089,NA
Potassium nitrate,DB11090,CHEMBL1644029
Hydrogen peroxide,DB11091,CHEMBL71595
Stannous fluoride,DB11092,NA
Calcium Citrate,DB11093,CHEMBL2106123
Vitamin D,DB11094,NA
Desirudin,DB11095,NA
Meradimate,DB11096,CHEMBL1597075
Plantago seed,DB11097,NA
Potassium bicarbonate,DB11098,CHEMBL2106975
Allantoin,DB11100,CHEMBL593429
N-acetyltyrosine,DB11102,CHEMBL65543
Sulfur hexafluoride,DB11104,CHEMBL1796998
Benzalkonium,DB11105,NA
Pamabrom,DB11106,CHEMBL2104825
Potassium bitartrate,DB11107,CHEMBL2105248
Aluminum sesquichlorohydrate,DB11108,NA
Chlorine,DB11109,NA
Magnesium citrate,DB11110,CHEMBL3989480
Witch hazel,DB11111,NA
Lanolin,DB11112,NA
Castor oil,DB11113,NA
Eucalyptus oil,DB11114,NA
Ensulizole,DB11115,CHEMBL1987518
Aluminum zirconium trichlorohydrex gly,DB11116,NA
Undecylenate,DB11117,NA
Ammonia,DB11118,NA
Sodium iodide,DB11119,CHEMBL1644695
Turpentine,DB11120,NA
Chloroxylenol,DB11121,CHEMBL398440
Dextran 40,DB11122,NA
Hypochlorite,DB11123,NA
Racepinephrine,DB11124,NA
Benzethonium,DB11125,CHEMBL1182210
Calcium gluconate,DB11126,CHEMBL2106119
Selenious acid,DB11127,CHEMBL2009089
Ammonium molybdate,DB11128,NA
Carbamide peroxide,DB11129,CHEMBL3184026
Opium,DB11130,NA
Capsicum oleoresin,DB11131,NA
Silicon dioxide,DB11132,NA
Omega-3 fatty acids,DB11133,NA
Cupric oxide,DB11134,CHEMBL1909057
Selenium,DB11135,NA
Chromium,DB11136,NA
Molybdenum,DB11137,NA
Chromium Cr-51,DB11140,NA
Manganese gluconate,DB11141,NA
Selenomethionine,DB11142,CHEMBL113178
Cresol,DB11143,NA
Oxyquinoline,DB11145,CHEMBL310555
Aluminum zirconium pentachlorohydrate,DB11147,NA
Butamben,DB11148,CHEMBL127516
Aluminum zirconium tetrachlorohydrex gly,DB11149,NA
Barium sulfate,DB11150,CHEMBL2105897
Sodium hydroxide,DB11151,CHEMBL2105794
Trichloroacetate,DB11152,NA
Potassium hydroxide,DB11153,CHEMBL2103983
Zinc citrate,DB11154,NA
Triclocarban,DB11155,CHEMBL1076347
Pyrantel,DB11156,CHEMBL1626223
Anthralin,DB11157,CHEMBL46469
Pectin,DB11158,NA
Sodium sulfide,DB11159,CHEMBL2107611
Phenyltoloxamine,DB11160,CHEMBL186720
Polyethylene glycol 300,DB11161,NA
Picrate,DB11163,NA
Bicisate,DB11164,NA
Rosin,DB11165,NA
Antithrombin Alfa,DB11166,NA
Calcium threonate,DB11168,NA
Ferrous asparto glycinate,DB11169,NA
Ferric sulfate,DB11171,NA
Sesame oil,DB11172,NA
Zinc picolinate,DB11175,NA
Zeaxanthin,DB11176,CHEMBL2359248
Polysorbate 20,DB11178,NA
Exametazime,DB11179,NA
Tetrofosmin,DB11180,CHEMBL1615784
Homatropine,DB11181,CHEMBL1618018
Rose bengal,DB11182,NA
Light green SF yellowish,DB11183,NA
Oftasceine,DB11184,CHEMBL1973733
Sulisobenzone,DB11185,CHEMBL2059073
Pentoxyverine,DB11186,CHEMBL73234
Magnesium glycinate,DB11189,NA
Pantethine,DB11190,CHEMBL2104786
Cobamamide,DB11191,NA
Papain,DB11193,NA
Xylitol,DB11195,NA
Peppermint oil,DB11198,NA
Sage oil,DB11199,NA
Aluminum zirconium octachlorohydrex gly,DB11200,NA
N-alkyl ethylbenzyl dimethyl ammonium (c12-c14),DB11202,NA
Boron,DB11203,NA
Alcloxa,DB11205,NA
Bemotrizinol,DB11206,CHEMBL2104956
Aluminum chlorohydrex propylene glycol,DB11208,NA
Iron protein succinylate,DB11209,NA
Ferrous bisglycinate,DB11210,NA
Potassium dichromate,DB11212,NA
Arbutin,DB11217,CHEMBL232202
Tea tree oil,DB11218,NA
Enzacamene,DB11219,NA
Octacosanol,DB11220,CHEMBL1951714
Benzoin,DB11222,NA
Methyl cellulose,DB11228,NA
Lycopene,DB11231,CHEMBL501174
Poliglusam,DB11234,NA
Thonzylamine,DB11235,CHEMBL1623738
Trypsin,DB11237,NA
Borage oil,DB11238,NA
Aluminum sulfate,DB11239,CHEMBL3833402
Dextran 75,DB11241,NA
Gelatin,DB11242,NA
Ethyl macadamiate,DB11243,NA
Cyclomethicone 5,DB11244,CHEMBL1885178
Copper gluconate,DB11246,NA
Zinc gluconate,DB11248,CHEMBL3833377
Tocopherol,DB11251,NA
Poloxamer 407,DB11252,NA
Xanthan gum,DB11253,NA
Hexylresorcinol,DB11254,CHEMBL443605
Chromium picolinate,DB11255,NA
Levomefolic acid,DB11256,CHEMBL1231574
Fluoride ion,DB11257,CHEMBL1362
Ceramide 3,DB11258,NA
Diosmetin,DB11259,CHEMBL90568
Diacetyl benzoyl lathyrol,DB11260,CHEMBL552128
Atractylodes japonica root,DB11261,NA
Polydatin,DB11263,CHEMBL142652
Calcium glycerophosphate,DB11264,NA
Sea salt,DB11266,NA
Protocatechualdehyde,DB11268,CHEMBL222021
Atractylodes japonica root oil,DB11270,NA
Methyl undecenoyl leucinate,DB11272,NA
Pine needle oil (pinus mugo),DB11276,NA
Aluminum zirconium pentachlorohydrex gly,DB11277,NA
Brilliant green,DB11279,CHEMBL1790039
Colloidal oatmeal,DB11286,NA
Docosahexaenoate,DB11292,NA
Rice bran oil,DB11293,NA
Coccidioides immitis spherule,DB11294,NA
Trichophyton verrucosum,DB11295,NA
Prezatide,DB11296,CHEMBL1814493
Thioredoxin,DB11298,NA
Vanillyl butyl ether,DB11299,NA
Thrombin,DB11300,NA
Curcuma aromatica root oil,DB11301,NA
Hydrogenated soybean oil,DB11302,NA
Phenoxyethanol,DB11304,CHEMBL1229846
Prothrombin,DB11311,NA
Protein C,DB11312,NA
Methscopolamine,DB11315,CHEMBL376897
Cod liver oil,DB11321,NA
Glycol salicylate,DB11323,CHEMBL173562
Boric acid,DB11326,CHEMBL42403
Dipyrithione,DB11327,CHEMBL549473
C11-12 isoparaffin,DB11329,NA
Factor IX Complex (Human),DB11330,NA
Poloxamer 188,DB11333,NA
Kinetin,DB11336,CHEMBL228792
Zeatin,DB11337,CHEMBL525239
Clove oil,DB11338,NA
Ubiquinol,DB11340,NA
Ichthammol,DB11341,NA
Aluminum oxide,DB11342,CHEMBL3707210
Silanol,DB11343,NA
Rubidium,DB11346,NA
Calcium Phosphate,DB11348,CHEMBL2106566
Cetyl ethylhexanoate,DB11349,NA
Cocamidopropyl betaine,DB11350,NA
Ascorbyl phosphate,DB11352,NA
Propolis wax,DB11355,NA
Polyquaternium-10 (400 cps at 2%),DB11356,NA
Linseed oil,DB11357,NA
Evening primrose oil,DB11358,NA
Guaiacol,DB11359,CHEMBL13766
Lactobacillus plantarum,DB11360,NA
Selexipag,DB11362,CHEMBL238804
Alectinib,DB11363,CHEMBL1738797
Pidotimod,DB11364,CHEMBL1488165
Sennosides,DB11365,NA
Roquinimex,DB11366,CHEMBL11672
Cefroxadine,DB11367,CHEMBL3186538
Alfaxalone,DB11371,CHEMBL190279
Azaperone,DB11376,CHEMBL340211
Chlorobutanol,DB11386,CHEMBL1439973
Diclazuril,DB11398,CHEMBL284733
Emodepside,DB11403,CHEMBL2104404
Fenprostalene,DB11411,NA
Imidacloprid,DB11421,CHEMBL406819
Moxidectin,DB11431,CHEMBL2104415
Oxfendazole,DB11446,CHEMBL42442
Poloxalene,DB11451,NA
Prostalene,DB11454,NA
Rotenone,DB11457,CHEMBL429023
Squalene,DB11460,CHEMBL458402
Tilmicosin,DB11471,CHEMBL1908333
Atipamezole,DB11481,CHEMBL353972
Balsam of Peru,DB11482,NA
Sarafloxacin,DB11491,CHEMBL37858
Deslorelin,DB11510,CHEMBL2365665
Dihydrostreptomycin,DB11512,CHEMBL1950576
Masitinib,DB11526,CHEMBL1908391
Toluene,DB11558,CHEMBL9113
Lesinurad,DB11560,CHEMBL2105720
Aminacrine,DB11561,CHEMBL43184
Bicuculline,DB11562,CHEMBL417990
Sebelipase alfa,DB11563,NA
Insulin peglispro,DB11567,NA
Insulin tregopil,DB11568,NA
Ixekizumab,DB11569,NA
Padimate O,DB11570,CHEMBL1323699
Human Thrombin,DB11571,NA
Thrombin Alfa,DB11572,NA
Aluminum chlorohydrate,DB11573,NA
Elbasvir,DB11574,CHEMBL3039514
Grazoprevir,DB11575,CHEMBL2063090
Indigotindisulfonic Acid,DB11577,CHEMBL1091250
Light Mineral Oil,DB11579,NA
Ravulizumab,DB11580,NA
Venetoclax,DB11581,CHEMBL3137309
Thiocolchicoside,DB11582,CHEMBL213907
Cetalkonium,DB11583,CHEMBL1624075
Asunaprevir,DB11586,CHEMBL2105735
Carbon monoxide,DB11588,CHEMBL1231840
Neon,DB11589,NA
Thimerosal,DB11590,NA
Bilastine,DB11591,CHEMBL1742423
Nitrocefin,DB11592,CHEMBL480517
Isatoic anhydride,DB11593,CHEMBL346059
Domiphen,DB11594,CHEMBL1187011
Atezolizumab,DB11595,NA
Levoleucovorin,DB11596,CHEMBL1908841
Human Rho(D) immune globulin,DB11597,NA
Antithrombin III human,DB11598,NA
"Starch, corn",DB11599,NA
Beeswax,DB11600,NA
Tuberculin Purified Protein Derivative,DB11601,NA
Hydroxyethyl cellulose,DB11602,NA
Human rabies virus immune globulin,DB11603,NA
Tetanus Immune Globulin,DB11604,NA
Myrrh,DB11605,NA
Susoctocog alfa,DB11606,NA
Efmoroctocog alfa,DB11607,NA
Eftrenonacog alfa,DB11608,NA
Normethadone,DB11609,CHEMBL346331
Oxilofrine,DB11610,CHEMBL1160695
Lifitegrast,DB11611,CHEMBL2048028
Velpatasvir,DB11613,CHEMBL3545062
Rupatadine,DB11614,CHEMBL91397
Pirarubicin,DB11616,CHEMBL2354444
Aclarubicin,DB11617,CHEMBL502620
Zorubicin,DB11618,NA
Gestrinone,DB11619,CHEMBL1868702
Neridronic Acid,DB11620,CHEMBL55214
Human Varicella-Zoster Immune Globulin,DB11621,NA
Dehydrocholic acid,DB11622,CHEMBL514446
Candoxatrilat,DB11623,CHEMBL434492
Epoetin delta,DB11624,NA
Perflenapent,DB11625,CHEMBL1899801
Tasonermin,DB11626,NA
Hepatitis B Vaccine (Recombinant),DB11627,NA
Depreotide,DB11628,CHEMBL1908335
Laropiprant,DB11629,CHEMBL426559
Temoporfin,DB11630,CHEMBL500576
Opicapone,DB11632,CHEMBL1089318
Isavuconazole,DB11633,CHEMBL409153
Colestilan chloride,DB11634,NA
Tocofersolan,DB11635,NA
Nomegestrol,DB11636,CHEMBL2105722
Delamanid,DB11637,CHEMBL218650
Artenimol,DB11638,CHEMBL25164
Dibotermin alfa,DB11639,NA
Amifampridine,DB11640,CHEMBL354077
Vinflunine,DB11641,CHEMBL2110725
Pitolisant,DB11642,CHEMBL462605
Recombinant Cholera Toxin B Subunit,DB11643,NA
Tafamidis,DB11644,CHEMBL2103837
PF-4191834,DB11645,NA
Conatumumab,DB11646,NA
Incyclinide,DB11647,CHEMBL2104970
Afuresertib,DB11648,CHEMBL2219422
Lersivirine,DB11649,CHEMBL571987
HT-0712,DB11650,NA
Dactolisib,DB11651,CHEMBL1879463
Tucatinib,DB11652,CHEMBL3989868
Bremelanotide,DB11653,CHEMBL2070241
T-2000,DB11654,NA
Evacetrapib,DB11655,CHEMBL2017179
Rebamipide,DB11656,CHEMBL1697771
Tabalumab,DB11657,NA
QAV-680,DB11658,CHEMBL2442750
Indium,DB11659,NA
Latanoprostene Bunod,DB11660,CHEMBL2364612
Eptacog alfa pegol (activated),DB11661,NA
Rabusertib,DB11662,CHEMBL3039517
Pictilisib,DB11663,CHEMBL521851
Psilocybine,DB11664,CHEMBL194378
BMS-690514,DB11665,CHEMBL3545396
Buparlisib,DB11666,CHEMBL2017974
2'-cyano-2'-deoxy-1-(beta-D-arabinofuranosyl)cytosine,DB11667,CHEMBL337450
Rusalatide acetate,DB11668,NA
Ortataxel,DB11669,CHEMBL382300
SP-8203,DB11670,NA
AZD-4877,DB11671,CHEMBL1829433
Curcumin,DB11672,CHEMBL140
Pyridoxamine,DB11673,CHEMBL593019
Equol,DB11674,CHEMBL198877
Mosapride,DB11675,CHEMBL60889
Galidesivir,DB11676,NA
Triheptanoin,DB11677,NA
Treosulfan,DB11678,CHEMBL455186
Fruquintinib,DB11679,NA
Ficlatuzumab,DB11680,NA
Tofimilast,DB11681,CHEMBL217899
Daprodustat,DB11682,CHEMBL3544988
PF-06282999,DB11683,CHEMBL3633460
APR-246,DB11684,CHEMBL3186011
Figitumumab,DB11685,NA
Iferanserin,DB11686,CHEMBL3989686
E-6201,DB11687,CHEMBL1097999
2-chloroethyl-3-sarcosinamide-1-nitrosourea,DB11688,CHEMBL166937
Selumetinib,DB11689,CHEMBL1614701
Vonapanitase,DB11690,NA
Naldemedine,DB11691,CHEMBL2105755
AZD-2624,DB11692,CHEMBL3545233
Voclosporin,DB11693,NA
Ilorasertib,DB11694,CHEMBL1980297
Carnosine,DB11695,CHEMBL242948
Racecadotril,DB11696,CHEMBL2103772
Pacritinib,DB11697,CHEMBL2035187
Ipragliflozin,DB11698,CHEMBL2018096
Tropisetron,DB11699,CHEMBL56564
Setmelanotide,DB11700,CHEMBL3301624
Amenamevir,DB11701,NA
Antineoplaston A10,DB11702,CHEMBL1980825
Acalabrutinib,DB11703,CHEMBL3707348
Adomeglivant,DB11704,CHEMBL3707351
Iomeprol,DB11705,CHEMBL2107214
Raxatrigine,DB11706,CHEMBL3544913
Olaptesed Pegol,DB11707,NA
Peficitinib,DB11708,NA
Acetyl hexapeptide-8,DB11709,NA
Trigonellamide,DB11710,CHEMBL71733
Navarixin,DB11711,NA
Tezacaftor,DB11712,CHEMBL3544914
Ruzasvir,DB11713,CHEMBL3971095
Durvalumab,DB11714,NA
Bapineuzumab,DB11715,NA
Misonidazole,DB11716,CHEMBL42161
Epacadostat,DB11717,CHEMBL3545369
Encorafenib,DB11718,CHEMBL3301612
UK-390957,DB11719,CHEMBL505147
Angiotensin 1-7,DB11720,CHEMBL3545347
Mitoglitazone,DB11721,CHEMBL146624
Dutogliptin,DB11723,NA
Bombesin,DB11724,NA
Latrepirdine,DB11725,CHEMBL589390
Encenicline,DB11726,CHEMBL2151572
Endostar,DB11727,NA
Fondaparinux,DB11728,NA
GSK-2330672,DB11729,CHEMBL2387408
Ribociclib,DB11730,CHEMBL3545110
Depatuxizumab mafodotin,DB11731,NA
Lasmiditan,DB11732,CHEMBL3039520
Fedovapagon,DB11734,CHEMBL518043
Galactose,DB11735,NA
PF-00489791,DB11736,NA
Icotinib,DB11737,CHEMBL2087361
Rilmenidine,DB11738,CHEMBL289480
Vonoprazan,DB11739,CHEMBL2079130
MK-1775,DB11740,CHEMBL1976040
Famitinib,DB11741,CHEMBL1278146
Ebastine,DB11742,CHEMBL305660
Ipatasertib,DB11743,CHEMBL2177390
Epetraborole,DB11744,CHEMBL3549142
Otenabant,DB11745,CHEMBL562668
Onartuzumab,DB11746,NA
Barasertib,DB11747,CHEMBL415049
Benfotiamine,DB11748,CHEMBL3183549
(R)-Praziquantel,DB11749,CHEMBL1235551
Clobetasol,DB11750,CHEMBL1201362
Cabotegravir,DB11751,CHEMBL2403238
Bryostatin 1,DB11752,NA
Rifamycin,DB11753,NA
Lirilumab,DB11754,NA
Tetrahydrocannabivarin,DB11755,CHEMBL2387541
Solanezumab,DB11756,NA
Istradefylline,DB11757,CHEMBL431770
Cenicriviroc,DB11758,CHEMBL2110727
Pevonedistat,DB11759,CHEMBL1231160
Talazoparib,DB11760,CHEMBL3137320
Tenapanor,DB11761,CHEMBL3304485
Marizomib,DB11762,CHEMBL371405
Momelotinib,DB11763,CHEMBL1078178
Spebrutinib,DB11764,CHEMBL3301625
PF-04991532,DB11765,CHEMBL2165620
AZD-1305,DB11766,NA
Sarilumab,DB11767,NA
"O-(2,4-dichlorophenyl)-O-methyl-isopropylphosphoramidothioate",DB11768,NA
Funapide,DB11769,CHEMBL3707218
Talinolol,DB11770,CHEMBL152067
Tremelimumab,DB11771,NA
Pilaralisib,DB11772,CHEMBL3360203
BMS-903452,DB11773,CHEMBL3338194
Pazufloxacin,DB11774,CHEMBL240163
PF-03758309,DB11775,CHEMBL3128043
Brodalumab,DB11776,NA
Cenderitide,DB11777,NA
Danusertib,DB11778,CHEMBL402548
Danoprevir,DB11779,CHEMBL258734
Allicin,DB11780,CHEMBL359965
Tosedostat,DB11781,CHEMBL2103847
Birinapant,DB11782,CHEMBL3039522
Imidapril,DB11783,CHEMBL317094
NRX-1074,DB11784,CHEMBL3989872
Anisodamine,DB11785,CHEMBL2165224
Pefcalcitol,DB11786,CHEMBL3989862
Ralimetinib,DB11787,CHEMBL2364626
Neuropeptide Y,DB11788,NA
Hyodeoxycholic Acid,DB11789,CHEMBL272621
Radafaxine,DB11790,CHEMBL1172928
Capmatinib,DB11791,CHEMBL3188267
Mirodenafil,DB11792,NA
Niraparib,DB11793,CHEMBL1094636
Berzosertib,DB11794,CHEMBL3989870
GSK-2636771,DB11795,CHEMBL3188551
Fostemsavir,DB11796,CHEMBL3301594
Aceneuramic acid,DB11797,CHEMBL2105945
Tanzisertib,DB11798,CHEMBL1950289
Bictegravir,DB11799,CHEMBL3989866
Tivozanib,DB11800,CHEMBL1289494
Rapastinel,DB11801,CHEMBL3544917
Sirukumab,DB11803,NA
AZD-5672,DB11804,CHEMBL212689
Saracatinib,DB11805,CHEMBL217092
VTP-194204,DB11806,CHEMBL75133
Dexmecamylamine,DB11807,CHEMBL2103881
Faldaprevir,DB11808,CHEMBL1241348
Artefenomel,DB11809,NA
